Char: v7力		line:  1	Column: 1
Char: a		line: 12	Column: 8
Char: s		line: 12	Column: 9
Char: d		line: 12	Column:10
Char: g		line: 12	Column:11
Char: f		line: 12	Column:12
Char: j		line: 12	Column:13
Char:  		line: 12	Column:14
Char: s		line: 12	Column:15
Char: g		line: 12	Column:16
Char: a		line: 12	Column:17
Char: f		line: 12	Column:18
Char: j		line: 12	Column:19
Char: k		line: 12	Column:20
Char: g		line: 12	Column:21
Char: s		line: 12	Column:22
Char: d		line: 12	Column:23
Char:  		line: 12	Column:24
Char: a		line: 12	Column:25
Char: j		line: 12	Column:26
Char: f		line: 12	Column:27
Char: g		line: 12	Column:28
Char: h		line: 12	Column:29
Char: s		line: 12	Column:30
Char: d		line: 12	Column:31
Char: k		line: 12	Column:32
Char: j		line: 12	Column:33
Char: f		line: 12	Column:34
Char: g		line: 12	Column:35
Char:  		line: 12	Column:36
Char: d		line: 12	Column:37
Char: k		line: 12	Column:38
Char: j		line: 12	Column:39
Char: f		line: 12	Column:40
Char: h		line: 12	Column:41
Char: k		line: 12	Column:42
Char: j		line: 12	Column:43
Char: s		line: 12	Column:44
Char: d		line: 12	Column:45
Char:  		line: 12	Column:46
Char: f		line: 12	Column:47
Char: h		line: 12	Column:48
Char: j		line: 12	Column:49
Char: s		line: 12	Column:50
Char: d		line: 12	Column:51
Char: h		line: 12	Column:52
Char: f		line: 12	Column:53
Char: s		line: 13	Column: 1
Char: d		line: 13	Column: 2
Char: k		line: 13	Column: 3
Char: j		line: 13	Column: 4
Char: g		line: 13	Column: 5
Char: f		line: 13	Column: 6
Char: j		line: 13	Column: 7
Char: a		line: 13	Column: 8
Char: s		line: 13	Column: 9
Char: d		line: 13	Column:10
Char: g		line: 13	Column:11
Char: f		line: 13	Column:12
Char: j		line: 13	Column:13
Char:  		line: 13	Column:14
Char: s		line: 13	Column:15
Char: g		line: 13	Column:16
Char: a		line: 13	Column:17
Char: f		line: 13	Column:18
Char: j		line: 13	Column:19
Char: k		line: 13	Column:20
Char: g		line: 13	Column:21
Char: s		line: 13	Column:22
Char: d		line: 13	Column:23
Char:  		line: 13	Column:24
Char: a		line: 13	Column:25
Char: j		line: 13	Column:26
Char: f		line: 13	Column:27
Char: g		line: 13	Column:28
Char: h		line: 13	Column:29
Char: s		line: 13	Column:30
Char: d		line: 13	Column:31
Char: k		line: 13	Column:32
Char: j		line: 13	Column:33
Char: f		line: 13	Column:34
Char: g		line: 13	Column:35
Char:  		line: 13	Column:36
Char: d		line: 13	Column:37
Char: k		line: 13	Column:38
Char: j		line: 13	Column:39
Char: f		line: 13	Column:40
Char: h		line: 13	Column:41
Char: k		line: 13	Column:42
Char: j		line: 13	Column:43
Char: s		line: 13	Column:44
Char: d		line: 13	Column:45
Char:  		line: 13	Column:46
Char: f		line: 13	Column:47
Char: h		line: 13	Column:48
Char: j		line: 13	Column:49
Char: s		line: 13	Column:50
Char: d		line: 13	Column:51
Char: h		line: 13	Column:52
Char: f		line: 13	Column:53
Char: s		line: 13	Column:54
Char: d		line: 13	Column:55
Char: k		line: 13	Column:56
Char: j		line: 13	Column:57
Char: g		line: 13	Column:58
Char: f		line: 13	Column:59
Char: j		line: 13	Column:60
Char: a		line: 13	Column:61
Char: s		line: 13	Column:62
Char: d		line: 13	Column:63
Char: g		line: 13	Column:64
Char: f		line: 13	Column:65
Char: j		line: 13	Column:66
Char:  		line: 13	Column:67
Char: s		line: 13	Column:68
Char: g		line: 13	Column:69
Char: a		line: 13	Column:70
Char: f		line: 13	Column:71
Char: j		line: 13	Column:72
Char: k		line: 13	Column:73
Char: g		line: 13	Column:74
Char: s		line: 13	Column:75
Char: d		line: 13	Column:76
Char:  		line: 13	Column:77
Char: a		line: 13	Column:78
Char: j		line: 13	Column:79
Char: f		line: 13	Column:80
Char: g		line: 13	Column:81
Char: h		line: 13	Column:82
Char: s		line: 13	Column:83
Char: d		line: 13	Column:84
Char: k		line: 13	Column:85
Char: j		line: 13	Column:86
Char: f		line: 13	Column:87
Char: g		line: 13	Column:88
Char:  		line: 13	Column:89
Char: d		line: 13	Column:90
Char: k		line: 13	Column:91
Char: j		line: 13	Column:92
Char: f		line: 13	Column:93
Char: h		line: 13	Column:94
Char: k		line: 13	Column:95
Char: j		line: 13	Column:96
Char: s		line: 13	Column:97
Char: d		line: 13	Column:98
Char:  		line: 13	Column:99
Char: f		line: 13	Column:100
Char: h		line: 13	Column:101
Char: j		line: 13	Column:102
Char: s		line: 13	Column:103
Char: d		line: 13	Column:104
Char: h		line: 13	Column:105
Char: f		line: 13	Column:106
Char: s		line: 13	Column:107
Char: d		line: 13	Column:108
Char: k		line: 13	Column:109
Char: j		line: 13	Column:110
Char: g		line: 13	Column:111
Char: f		line: 13	Column:112
Char: j		line: 13	Column:113
Char: a		line: 13	Column:114
Char: s		line: 13	Column:115
Char: d		line: 13	Column:116
Char: g		line: 13	Column:117
Char: f		line: 13	Column:118
Char: j		line: 13	Column:119
Char:  		line: 13	Column:120
Char: s		line: 13	Column:121
Char: g		line: 13	Column:122
Char: a		line: 13	Column:123
Char: f		line: 13	Column:124
Char: j		line: 13	Column:125
Char: k		line: 13	Column:126
Char: g		line: 13	Column:127
Char: s		line: 13	Column:128
Char: d		line: 13	Column:129
Char:  		line: 13	Column:130
Char: a		line: 13	Column:131
Char: j		line: 13	Column:132
Char: f		line: 13	Column:133
Char: g		line: 13	Column:134
Char: h		line: 13	Column:135
Char: s		line: 13	Column:136
Char: d		line: 13	Column:137
Char: k		line: 13	Column:138
Char: j		line: 13	Column:139
Char: f		line: 13	Column:140
Char: g		line: 13	Column:141
Char:  		line: 13	Column:142
Char: d		line: 13	Column:143
Char: k		line: 13	Column:144
Char: j		line: 13	Column:145
Char: f		line: 13	Column:146
Char: h		line: 13	Column:147
Char: k		line: 13	Column:148
Char: j		line: 13	Column:149
Char: s		line: 13	Column:150
Char: d		line: 13	Column:151
Char:  		line: 13	Column:152
Char: f		line: 13	Column:153
Char: h		line: 13	Column:154
Char: j		line: 13	Column:155
Char: s		line: 13	Column:156
Char: d		line: 13	Column:157
Char: h		line: 13	Column:158
Char: f		line: 13	Column:159
Char: s		line: 13	Column:160
Char: d		line: 13	Column:161
Char: k		line: 13	Column:162
Char: j		line: 13	Column:163
Char: g		line: 13	Column:164
Char: f		line: 13	Column:165
Char: j		line: 13	Column:166
Char: a		line: 13	Column:167
Char: s		line: 13	Column:168
Char: d		line: 13	Column:169
Char: g		line: 13	Column:170
Char: f		line: 13	Column:171
Char: j		line: 13	Column:172
Char:  		line: 13	Column:173
Char: s		line: 13	Column:174
Char: g		line: 13	Column:175
Char: a		line: 13	Column:176
Char: f		line: 13	Column:177
Char: j		line: 13	Column:178
Char: k		line: 13	Column:179
Char: g		line: 13	Column:180
Char: s		line: 13	Column:181
Char: d		line: 13	Column:182
Char:  		line: 13	Column:183
Char: a		line: 13	Column:184
Char: j		line: 13	Column:185
Char: f		line: 13	Column:186
Char: g		line: 13	Column:187
Char: h		line: 13	Column:188
Char: s		line: 13	Column:189
Char: d		line: 13	Column:190
Char: k		line: 13	Column:191
Char: j		line: 13	Column:192
Char: f		line: 13	Column:193
Char: g		line: 13	Column:194
Char:  		line: 13	Column:195
Char: d		line: 13	Column:196
Char: k		line: 13	Column:197
Char: j		line: 13	Column:198
Char: f		line: 13	Column:199
Char: h		line: 13	Column:200
Char: k		line: 13	Column:201
Char: j		line: 13	Column:202
Char: s		line: 13	Column:203
Char: d		line: 13	Column:204
Char:  		line: 13	Column:205
Char: f		line: 13	Column:206
Char: h		line: 13	Column:207
Char: j		line: 13	Column:208
Char: s		line: 13	Column:209
Char: d		line: 13	Column:210
Char: h		line: 13	Column:211
Char: f		line: 13	Column:212
Char: s		line: 14	Column: 1
Char: d		line: 14	Column: 2
Char: k		line: 14	Column: 3
Char: j		line: 14	Column: 4
Char: g		line: 14	Column: 5
Char: f		line: 14	Column: 6
Char: j		line: 14	Column: 7
Char: a		line: 14	Column: 8
Char: s		line: 14	Column: 9
Char: d		line: 14	Column:10
Char: g		line: 14	Column:11
Char: f		line: 14	Column:12
Char: j		line: 14	Column:13
Char:  		line: 14	Column:14
Char: s		line: 14	Column:15
Char: g		line: 14	Column:16
Char: a		line: 14	Column:17
Char: f		line: 14	Column:18
Char: j		line: 14	Column:19
Char: k		line: 14	Column:20
Char: g		line: 14	Column:21
Char: s		line: 14	Column:22
Char: d		line: 14	Column:23
Char:  		line: 14	Column:24
Char: a		line: 14	Column:25
Char: j		line: 14	Column:26
Char: f		line: 14	Column:27
Char: g		line: 14	Column:28
Char: h		line: 14	Column:29
Char: s		line: 14	Column:30
Char: d		line: 14	Column:31
Char: k		line: 14	Column:32
Char: j		line: 14	Column:33
Char: f		line: 14	Column:34
Char: g		line: 14	Column:35
Char:  		line: 14	Column:36
Char: d		line: 14	Column:37
Char: k		line: 14	Column:38
Char: j		line: 14	Column:39
Char: f		line: 14	Column:40
Char: h		line: 14	Column:41
Char: k		line: 14	Column:42
Char: j		line: 14	Column:43
Char: s		line: 14	Column:44
Char: d		line: 14	Column:45
Char:  		line: 14	Column:46
Char: f		line: 14	Column:47
Char: h		line: 14	Column:48
Char: j		line: 14	Column:49
Char: s		line: 14	Column:50
Char: d		line: 14	Column:51
Char: h		line: 14	Column:52
Char: f		line: 14	Column:53
Char: s		line: 14	Column:54
Char: d		line: 14	Column:55
Char: k		line: 14	Column:56
Char: j		line: 14	Column:57
Char: g		line: 14	Column:58
Char: f		line: 14	Column:59
Char: j		line: 14	Column:60
Char: a		line: 14	Column:61
Char: s		line: 14	Column:62
Char: d		line: 14	Column:63
Char: g		line: 14	Column:64
Char: f		line: 14	Column:65
Char: j		line: 14	Column:66
Char:  		line: 14	Column:67
Char: s		line: 14	Column:68
Char: g		line: 14	Column:69
Char: a		line: 14	Column:70
Char: f		line: 14	Column:71
Char: j		line: 14	Column:72
Char: k		line: 14	Column:73
Char: g		line: 14	Column:74
Char: s		line: 14	Column:75
Char: d		line: 14	Column:76
Char:  		line: 14	Column:77
Char: a		line: 14	Column:78
Char: j		line: 14	Column:79
Char: f		line: 14	Column:80
Char: g		line: 14	Column:81
Char: h		line: 14	Column:82
Char: s		line: 14	Column:83
Char: d		line: 14	Column:84
Char: k		line: 14	Column:85
Char: j		line: 14	Column:86
Char: f		line: 14	Column:87
Char: g		line: 14	Column:88
Char:  		line: 14	Column:89
Char: d		line: 14	Column:90
Char: k		line: 14	Column:91
Char: j		line: 14	Column:92
Char: f		line: 14	Column:93
Char: h		line: 14	Column:94
Char: k		line: 14	Column:95
Char: j		line: 14	Column:96
Char: s		line: 14	Column:97
Char: d		line: 14	Column:98
Char:  		line: 14	Column:99
Char: f		line: 14	Column:100
Char: h		line: 14	Column:101
Char: j		line: 14	Column:102
Char: s		line: 14	Column:103
Char: d		line: 14	Column:104
Char: h		line: 14	Column:105
Char: f		line: 14	Column:106
Char: s		line: 14	Column:107
Char: d		line: 14	Column:108
Char: k		line: 14	Column:109
Char: j		line: 14	Column:110
Char: g		line: 14	Column:111
Char: f		line: 14	Column:112
Char: j		line: 14	Column:113
Char: a		line: 14	Column:114
Char: s		line: 14	Column:115
Char: d		line: 14	Column:116
Char: g		line: 14	Column:117
Char: f		line: 14	Column:118
Char: j		line: 14	Column:119
Char:  		line: 14	Column:120
Char: s		line: 14	Column:121
Char: g		line: 14	Column:122
Char: a		line: 14	Column:123
Char: f		line: 14	Column:124
Char: j		line: 14	Column:125
